0.21,-0.58,344.98,123,0,0,0,0,0
0.21,-0.58,344.72,123,0,0,0,0,0
0.2,-0.56,344.71,122,0,0,0,0,0
0.21,-0.59,345.84,8190,0,0,0,0,0
0.21,-0.59,345.85,120,0,0,0,0,0
0.22,-0.63,344.16,118,0,0,0,0,0
0.23,-0.63,344.17,121,0,0,0,0,0
0.22,-0.65,345.16,121,0,0,0,0,0
0.2,-0.69,345.16,118,0,0,0,0,0
0.2,-0.69,345.03,122,0,0,0,0,0
0.21,-0.69,345.03,121,0,0,0,0,0
0.21,-0.64,344.41,121,0,0,0,0,0
0.21,-0.64,344.41,121,0,0,0,0,0
0.2,-0.67,344.74,120,0,0,0,0,0
0.21,-0.67,344.75,122,0,0,0,0,0
0.18,-0.68,345.13,123,0,0,0,0,0
0.16,-0.7,345.11,8190,0,0,0,0,0
0.15,-0.71,344.83,119,0,0,0,0,0
0.15,-0.66,344.81,121,0,0,0,0,0
0.14,-0.37,345.66,121,0,0,0,0,0
0.12,-0.34,345.63,121,0,0,0,0,0
0.05,-0.44,345.67,121,0,0,0,0,0
0.05,-0.45,345.67,119,0,0,0,0,0
0.32,-0.33,9.19,115,0,0,0,0,0
0.58,-0.32,9.67,117,0,0,0,0,0
0.82,-0.65,16.78,8190,0,0,0,0,0
1.05,0.9,18.11,117,0,0,0,0,0
1.73,4.18,27.96,117,0,0,0,0,0
2.38,4.42,29.22,116,0,0,0,0,0
2.97,5.3,54.02,114,0,0,0,0,0
2.85,5.38,54.02,114,0,0,0,0,0
3.8,6.02,67.33,117,0,0,0,0,0
4.61,7.19,69.18,121,0,0,0,0,0
5.88,7.06,65.41,127,0,0,0,0,0
7.09,7.16,65.71,132,0,0,0,0,0
8.49,7.72,51.06,139,0,0,0,0,0
9.83,7.77,51.27,142,0,0,0,0,0
11.24,7.66,64.42,122,0,0,0,0,0
11.34,7.67,64.42,99,0,0,0,0,0
13.27,6.94,78.21,78,0,0,0,0,0
14.87,5.62,78.04,66,0,0,0,0,0
16.54,5.8,54.34,61,0,0,0,0,0
18.09,4.52,54.14,69,0,0,0,0,0
19.71,2.58,61.93,79,0,0,0,0,0
21.23,2.44,61.55,72,0,0,0,0,0
22.58,2,95.86,64,0,0,0,0,0
22.59,2.04,95.87,52,0,0,0,0,0
24.01,1.67,63.91,53,0,0,0,0,0
25.17,1.02,63.74,56,0,0,0,0,0
26.32,1.02,26.46,61,0,0,0,0,0
27.4,0.82,26.01,61,0,0,0,0,0
28.52,-0.45,55.47,59,0,0,0,0,0
29.58,-0.49,55.01,64,0,0,0,0,0
30.65,-0.96,42.36,8190,0,0,0,0,0
30.86,-0.85,42.17,59,0,0,0,0,0
31.79,-0.98,18.09,58,0,0,0,0,0
32.55,-1.26,17.63,62,0,0,0,0,0
32.99,-1.36,13.06,68,0,0,0,0,0
33.4,-1.58,12.86,69,0,0,0,0,0
33.84,-1.72,59.09,58,0,0,0,0,0
34.25,-1.7,58.92,52,0,0,0,0,0
34.64,-1.61,67.2,50,0,0,0,0,0
34.36,-1.53,67.25,52,0,0,0,0,0
35.16,-1.45,35.69,54,0,0,0,0,0
35.83,-1.32,35.34,54,0,0,0,0,0
36.42,-1.37,25.08,58,0,0,0,0,0
36.99,-1.17,24.7,59,0,0,0,0,0
37.5,-0.35,7.59,63,0,0,0,0,0
37.98,-0.32,7.33,64,0,0,0,0,0
38.61,-0.81,353.08,65,0,0,0,0,0
38.71,-0.94,353.12,68,0,0,0,0,0
39.27,-1.14,2.51,56,0,0,0,0,0
39.74,-1.47,2.58,70,0,0,0,0,0
40.38,-1.43,354.19,66,0,0,0,0,0
40.99,-1.54,354.04,68,0,0,0,0,0
41.27,-3.03,354.82,69,0,0,0,0,0
41.53,-3.14,354.81,66,0,0,0,0,0
41.97,-4.5,351.73,69,0,0,0,0,0
41.99,-4.51,351.74,69,0,0,0,0,0
42.39,-5.02,348.98,68,0,0,0,0,0
42.71,-5.87,349.47,67,0,0,0,0,0
